,NOME_SALA,REGISTRO_SALA,CNPJ_SALA,SITUACAO_SALA,DATA_SITUACAO_SALA,DATA_INICIO_FUNCIONAMENTO_SALA,ASSENTOS_SALA,ASSENTOS_CADEIRANTES,ASSENTOS_MOBILIDADE_REDUZIDA,ASSENTOS_OBESIDADE,ACESSO_ASSENTOS_COM_RAMPA,ACESSO_SALA_COM_RAMPA,BANHEIROS_ACESSIVEIS,NOME_COMPLEXO,REGISTRO_COMPLEXO,SITUACAO_COMPLEXO,DATA_SITUACAO_COMPLEXO,PAGINA_ELETRONICA_COMPLEXO,ENDERECO_COMPLEXO,NUMERO_ENDERECO_COMPLEXO,COMPLEMENTO_COMPLEXO,BAIRRO_COMPLEXO,MUNICIPIO_COMPLEXO,CEP_COMPLEXO,UF_COMPLEXO,COMPLEXO_ITINERANTE,OPERACAO_USUAL,NOME_EXIBIDOR,REGISTRO_EXIBIDOR,CNPJ_EXIBIDOR,SITUACAO_EXIBIDOR,NOME_GRUPO_EXIBIDOR
5872,UCI BRASIL - PARK SHOPPING - SALA 1,5003764.0,01.289.530/0011-36,EM FUNCIONAMENTO,08/04/2021,01/02/2013,343.0,7.0,4.0,3.0,SIM,NÃO,SIM,UCI BRASIL - PARK SHOPPING CAMPO GRANDE,23929,EM FUNCIONAMENTO,08/04/2021,WWW.UCICINEMAS.COM.BR,ESTRADA DO MONTEIRO,1200.0,LOJA 109,CAMPO GRANDE,RIO DE JANEIRO,23045-830,RJ,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749,01.289.530/0001-64,REGULAR,UCI
5873,UCI BRASIL - PARK SHOPPING CG - SALA 2,5003765.0,01.289.530/0011-36,EM FUNCIONAMENTO,08/04/2021,01/02/2013,181.0,4.0,2.0,2.0,SIM,NÃO,SIM,UCI BRASIL - PARK SHOPPING CAMPO GRANDE,23929,EM FUNCIONAMENTO,08/04/2021,WWW.UCICINEMAS.COM.BR,ESTRADA DO MONTEIRO,1200.0,LOJA 109,CAMPO GRANDE,RIO DE JANEIRO,23045-830,RJ,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749,01.289.530/0001-64,REGULAR,UCI
5874,UCI BRASIL - SHOPPING CG - SALA 03,5003766.0,01.289.530/0011-36,EM FUNCIONAMENTO,08/04/2021,01/02/2013,171.0,4.0,2.0,2.0,SIM,NÃO,SIM,UCI BRASIL - PARK SHOPPING CAMPO GRANDE,23929,EM FUNCIONAMENTO,08/04/2021,WWW.UCICINEMAS.COM.BR,ESTRADA DO MONTEIRO,1200.0,LOJA 109,CAMPO GRANDE,RIO DE JANEIRO,23045-830,RJ,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749,01.289.530/0001-64,REGULAR,UCI
5875,UCI BRASIL CG - SALA 05,5003756.0,01.289.530/0011-36,EM FUNCIONAMENTO,08/04/2021,01/02/2013,183.0,4.0,2.0,2.0,SIM,NÃO,SIM,UCI BRASIL - PARK SHOPPING CAMPO GRANDE,23929,EM FUNCIONAMENTO,08/04/2021,WWW.UCICINEMAS.COM.BR,ESTRADA DO MONTEIRO,1200.0,LOJA 109,CAMPO GRANDE,RIO DE JANEIRO,23045-830,RJ,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749,01.289.530/0001-64,REGULAR,UCI
5876,UCI BRASIL PARK CG - SALA 04,5003762.0,01.289.530/0011-36,EM FUNCIONAMENTO,08/04/2021,01/02/2013,313.0,7.0,4.0,3.0,SIM,NÃO,SIM,UCI BRASIL - PARK SHOPPING CAMPO GRANDE,23929,EM FUNCIONAMENTO,08/04/2021,WWW.UCICINEMAS.COM.BR,ESTRADA DO MONTEIRO,1200.0,LOJA 109,CAMPO GRANDE,RIO DE JANEIRO,23045-830,RJ,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749,01.289.530/0001-64,REGULAR,UCI
5877,UCI BRASIL SPCG - SALA 07,5003755.0,01.289.530/0011-36,EM FUNCIONAMENTO,08/04/2021,01/02/2013,321.0,7.0,4.0,3.0,SIM,NÃO,SIM,UCI BRASIL - PARK SHOPPING CAMPO GRANDE,23929,EM FUNCIONAMENTO,08/04/2021,WWW.UCICINEMAS.COM.BR,ESTRADA DO MONTEIRO,1200.0,LOJA 109,CAMPO GRANDE,RIO DE JANEIRO,23045-830,RJ,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749,01.289.530/0001-64,REGULAR,UCI
5982,UCI PARK JACAREPAGUÁ 1,5006739.0,01.289.530/0018-02,EM FUNCIONAMENTO,16/12/2021,16/12/2021,196.0,4.0,0.0,4.0,SIM,NÃO,SIM,UCI PARK JACAREPAGUÁ,50201,EM FUNCIONAMENTO,16/12/2021,www.ucicinemas.com.br,EST DE JACAREPAGUA,6069.0,NV L3 LUC COB 2,JACAREPAGUA,RIO DE JANEIRO,22753-033,RJ,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749,01.289.530/0001-64,REGULAR,UCI
5983,UCI PARK JACAREPAGUÁ 2,5006740.0,01.289.530/0018-02,EM FUNCIONAMENTO,16/12/2021,16/12/2021,103.0,2.0,0.0,2.0,SIM,NÃO,SIM,UCI PARK JACAREPAGUÁ,50201,EM FUNCIONAMENTO,16/12/2021,www.ucicinemas.com.br,EST DE JACAREPAGUA,6069.0,NV L3 LUC COB 2,JACAREPAGUA,RIO DE JANEIRO,22753-033,RJ,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749,01.289.530/0001-64,REGULAR,UCI
5984,UCI PARK JACAREPAGUÁ 3,5006741.0,01.289.530/0018-02,EM FUNCIONAMENTO,16/12/2021,16/12/2021,120.0,3.0,0.0,3.0,SIM,NÃO,SIM,UCI PARK JACAREPAGUÁ,50201,EM FUNCIONAMENTO,16/12/2021,www.ucicinemas.com.br,EST DE JACAREPAGUA,6069.0,NV L3 LUC COB 2,JACAREPAGUA,RIO DE JANEIRO,22753-033,RJ,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749,01.289.530/0001-64,REGULAR,UCI
5985,UCI PARK JACAREPAGUÁ 4,5006742.0,01.289.530/0018-02,EM FUNCIONAMENTO,16/12/2021,16/12/2021,194.0,4.0,0.0,4.0,SIM,NÃO,SIM,UCI PARK JACAREPAGUÁ,50201,EM FUNCIONAMENTO,16/12/2021,www.ucicinemas.com.br,EST DE JACAREPAGUA,6069.0,NV L3 LUC COB 2,JACAREPAGUA,RIO DE JANEIRO,22753-033,RJ,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749,01.289.530/0001-64,REGULAR,UCI
5986,UCI PARK JACAREPAGUÁ 5,5006743.0,01.289.530/0018-02,EM FUNCIONAMENTO,16/12/2021,16/12/2021,361.0,7.0,0.0,4.0,SIM,NÃO,SIM,UCI PARK JACAREPAGUÁ,50201,EM FUNCIONAMENTO,16/12/2021,www.ucicinemas.com.br,EST DE JACAREPAGUA,6069.0,NV L3 LUC COB 2,JACAREPAGUA,RIO DE JANEIRO,22753-033,RJ,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749,01.289.530/0001-64,REGULAR,UCI
5987,UCI PARK JACAREPAGUÁ 6,5006744.0,01.289.530/0018-02,EM FUNCIONAMENTO,16/12/2021,16/12/2021,180.0,4.0,0.0,4.0,SIM,NÃO,SIM,UCI PARK JACAREPAGUÁ,50201,EM FUNCIONAMENTO,16/12/2021,www.ucicinemas.com.br,EST DE JACAREPAGUA,6069.0,NV L3 LUC COB 2,JACAREPAGUA,RIO DE JANEIRO,22753-033,RJ,NÃO,COMERCIAL,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,749,01.289.530/0001-64,REGULAR,UCI
6001,UCI - KINOPLEX NORTE SHOPPING - SALA 01,5002056.0,02.117.937/0005-09,EM FUNCIONAMENTO,08/04/2021,09/03/2007,241.0,2.0,3.0,2.0,SIM,NÃO,SIM,UCI RIBEIRO - NORTE SHOPPING,12748,EM FUNCIONAMENTO,08/04/2021,WWW.UCICINEMAS.COM.BR,AVENIDA DOM HÉLDER CÂMARA,5080.0,SALÃO COMERCIAL 4508 PISO S,PILARES,RIO DE JANEIRO,20771-001,RJ,NÃO,COMERCIAL,UCI RIBEIRO LTDA,2612,02.117.937/0001-77,REGULAR,UCI RIBEIRO
6002,UCI - KINOPLEX NORTE SHOPPING - SALA 02,5002051.0,02.117.937/0005-09,EM FUNCIONAMENTO,08/04/2021,09/03/2007,181.0,2.0,2.0,2.0,SIM,NÃO,SIM,UCI RIBEIRO - NORTE SHOPPING,12748,EM FUNCIONAMENTO,08/04/2021,WWW.UCICINEMAS.COM.BR,AVENIDA DOM HÉLDER CÂMARA,5080.0,SALÃO COMERCIAL 4508 PISO S,PILARES,RIO DE JANEIRO,20771-001,RJ,NÃO,COMERCIAL,UCI RIBEIRO LTDA,2612,02.117.937/0001-77,REGULAR,UCI RIBEIRO
6003,UCI - KINOPLEX NORTE SHOPPING - SALA 03,5002057.0,02.117.937/0005-09,EM FUNCIONAMENTO,08/04/2021,09/03/2007,169.0,2.0,2.0,2.0,SIM,NÃO,SIM,UCI RIBEIRO - NORTE SHOPPING,12748,EM FUNCIONAMENTO,08/04/2021,WWW.UCICINEMAS.COM.BR,AVENIDA DOM HÉLDER CÂMARA,5080.0,SALÃO COMERCIAL 4508 PISO S,PILARES,RIO DE JANEIRO,20771-001,RJ,NÃO,COMERCIAL,UCI RIBEIRO LTDA,2612,02.117.937/0001-77,REGULAR,UCI RIBEIRO
6004,UCI - KINOPLEX NORTE SHOPPING - SALA 04,5002050.0,02.117.937/0005-09,EM FUNCIONAMENTO,08/04/2021,09/03/2007,177.0,2.0,2.0,2.0,SIM,NÃO,SIM,UCI RIBEIRO - NORTE SHOPPING,12748,EM FUNCIONAMENTO,08/04/2021,WWW.UCICINEMAS.COM.BR,AVENIDA DOM HÉLDER CÂMARA,5080.0,SALÃO COMERCIAL 4508 PISO S,PILARES,RIO DE JANEIRO,20771-001,RJ,NÃO,COMERCIAL,UCI RIBEIRO LTDA,2612,02.117.937/0001-77,REGULAR,UCI RIBEIRO
6005,UCI - KINOPLEX NORTE SHOPPING - SALA 05,5002054.0,02.117.937/0005-09,EM FUNCIONAMENTO,08/04/2021,09/03/2007,418.0,4.0,5.0,4.0,SIM,NÃO,SIM,UCI RIBEIRO - NORTE SHOPPING,12748,EM FUNCIONAMENTO,08/04/2021,WWW.UCICINEMAS.COM.BR,AVENIDA DOM HÉLDER CÂMARA,5080.0,SALÃO COMERCIAL 4508 PISO S,PILARES,RIO DE JANEIRO,20771-001,RJ,NÃO,COMERCIAL,UCI RIBEIRO LTDA,2612,02.117.937/0001-77,REGULAR,UCI RIBEIRO
6006,UCI - KINOPLEX NORTE SHOPPING - SALA 06,5002055.0,02.117.937/0005-09,EM FUNCIONAMENTO,08/04/2021,09/03/2007,418.0,4.0,5.0,4.0,SIM,NÃO,SIM,UCI RIBEIRO - NORTE SHOPPING,12748,EM FUNCIONAMENTO,08/04/2021,WWW.UCICINEMAS.COM.BR,AVENIDA DOM HÉLDER CÂMARA,5080.0,SALÃO COMERCIAL 4508 PISO S,PILARES,RIO DE JANEIRO,20771-001,RJ,NÃO,COMERCIAL,UCI RIBEIRO LTDA,2612,02.117.937/0001-77,REGULAR,UCI RIBEIRO
6007,UCI - KINOPLEX NORTE SHOPPING - SALA 07,5002059.0,02.117.937/0005-09,EM FUNCIONAMENTO,20/06/2024,09/03/2007,164.0,2.0,2.0,2.0,SIM,NÃO,SIM,UCI RIBEIRO - NORTE SHOPPING,12748,EM FUNCIONAMENTO,08/04/2021,WWW.UCICINEMAS.COM.BR,AVENIDA DOM HÉLDER CÂMARA,5080.0,SALÃO COMERCIAL 4508 PISO S,PILARES,RIO DE JANEIRO,20771-001,RJ,NÃO,COMERCIAL,UCI RIBEIRO LTDA,2612,02.117.937/0001-77,REGULAR,UCI RIBEIRO
6008,UCI - KINOPLEX NORTE SHOPPING - SALA 08,5002053.0,02.117.937/0005-09,EM FUNCIONAMENTO,08/04/2021,09/03/2007,158.0,2.0,2.0,2.0,SIM,NÃO,SIM,UCI RIBEIRO - NORTE SHOPPING,12748,EM FUNCIONAMENTO,08/04/2021,WWW.UCICINEMAS.COM.BR,AVENIDA DOM HÉLDER CÂMARA,5080.0,SALÃO COMERCIAL 4508 PISO S,PILARES,RIO DE JANEIRO,20771-001,RJ,NÃO,COMERCIAL,UCI RIBEIRO LTDA,2612,02.117.937/0001-77,REGULAR,UCI RIBEIRO
6009,UCI - KINOPLEX NORTE SHOPPING - SALA 09,5002058.0,02.117.937/0005-09,EM FUNCIONAMENTO,08/04/2021,09/03/2007,166.0,2.0,2.0,2.0,SIM,NÃO,SIM,UCI RIBEIRO - NORTE SHOPPING,12748,EM FUNCIONAMENTO,08/04/2021,WWW.UCICINEMAS.COM.BR,AVENIDA DOM HÉLDER CÂMARA,5080.0,SALÃO COMERCIAL 4508 PISO S,PILARES,RIO DE JANEIRO,20771-001,RJ,NÃO,COMERCIAL,UCI RIBEIRO LTDA,2612,02.117.937/0001-77,REGULAR,UCI RIBEIRO
6010,UCI - KINOPLEX NORTE SHOPPING - SALA 10,5002052.0,02.117.937/0005-09,EM FUNCIONAMENTO,08/04/2021,09/03/2007,227.0,4.0,3.0,2.0,SIM,NÃO,SIM,UCI RIBEIRO - NORTE SHOPPING,12748,EM FUNCIONAMENTO,08/04/2021,WWW.UCICINEMAS.COM.BR,AVENIDA DOM HÉLDER CÂMARA,5080.0,SALÃO COMERCIAL 4508 PISO S,PILARES,RIO DE JANEIRO,20771-001,RJ,NÃO,COMERCIAL,UCI RIBEIRO LTDA,2612,02.117.937/0001-77,REGULAR,UCI RIBEIRO
