,titulo,titulo_original,ano,duracao,diretor,roteirista,elenco,nota,num_votos,sinopse,genero,verba,receita
1367,Crash: No Limite,Crash,2004,112,['Paul Haggis'],"['Paul Haggis', 'Bobby Moresco']","['Don Cheadle', 'Sandra Bullock', 'Thandiwe Newton']",7.7,452000.0,O roubo de um carro de luxo culmina em um acidente que acaba por aproximar habitantes de diversas origens étnicas e classes sociais de Los Angeles.,"['Policial', 'Drama', 'Suspense']",6500000,98410061
1368,Meninas Malvadas,Mean Girls,2004,97,['Mark Waters'],"['Rosalind Wiseman', 'Tina Fey']","['Lindsay Lohan', 'Jonathan Bennett', 'Rachel McAdams']",7.1,451000.0,"Cady Heron é a melhor amiga da menina mais popular na escola, mas Cady faz o erro de se apaixonar por o ex namorado de Regina George.",['Comédia'],17000000,130192483
1369,Colateral,Collateral,0,0,['Michael Mann'],['Stuart Beattie'],"['Tom Cruise', 'Jamie Foxx', 'Jada Pinkett Smith']",7.5,442000.0,Um taxista se vê como refém de um assassino contratado quando faz uma rodada de golpe durante uma noite em Los Angeles.,"['Ação', 'Policial', 'Drama', 'Suspense']",65000000,220239925
1370,O Operário,The Machinist,2004,101,['Brad Anderson'],['Scott Kosar'],"['Christian Bale', 'Jennifer Jason Leigh', 'Aitana Sánchez-Gijón']",7.6,423000.0,Um trabalhador industrial que não dormiu em um ano começa a duvidar de sua própria sanidade.,"['Drama', 'Suspense']",5000000,8203235
1371,Doze Homens e Outro Segredo,Ocean's Twelve,2004,125,['Steven Soderbergh'],"['George Nolfi', 'George Clayton Johnson', 'Jack Golden Russell']","['George Clooney', 'Brad Pitt', 'Julia Roberts']",6.5,421000.0,"Depois do golpe em Las Vegas, o grupo dividiu o dinheiro e separou-se, mas Benedict quer o seu dinheiro de volta, com juros. O grupo, agora com mais um elemento, terá de gizar um plano para o conseguir ou todos serão mortos.","['Policial', 'Suspense']",110000000,362744280
1372,Chamas da Vingança,Man on Fire,2004,146,['Tony Scott'],"['A.J. Quinnell', 'Brian Helgeland']","['Denzel Washington', 'Christopher Walken', 'Dakota Fanning']",7.7,398000.0,"Na Cidade do México, um ex-agente da CIA jura vingança contra aqueles que cometeram um ato indizível contra a família que ele foi contratado para proteger.","['Ação', 'Policial', 'Drama', 'Suspense']",70000000,130834852
1373,Como se Fosse a Primeira Vez,50 First Dates,2004,99,['Peter Segal'],['George Wing'],"['Adam Sandler', 'Drew Barrymore', 'Rob Schneider']",6.8,391000.0,"Henry, um homem com medo de compromisso, conhece a linda Lucy, juntos se apaixonam e ele acredita que finalmente encontrou a garota dos seus sonhos, até descobrir que perdeu sua memória de curto prazo e esquece tudo o que aconteceu. cada dia.","['Comédia', 'Drama', 'Romance']",75000000,198520934
1374,O Aviador,The Aviator,2004,170,['Martin Scorsese'],['John Logan'],"['Leonardo DiCaprio', 'Cate Blanchett', 'Kate Beckinsale']",7.5,390000.0,A história biográfica do lendário diretor e aviador Howard Hughes e sua carreira entre os anos 20 e 40.,"['Biografia', 'Drama']",110000000,213719942
1375,Batman Begins,Batman Begins,2005,140,['Christopher Nolan'],"['Bob Kane', 'David S. Goyer', 'Christopher Nolan']","['Christian Bale', 'Michael Caine', 'Ken Watanabe']",8.2,1600000.0,"Após o assassinato dos seus pais, o desiludido herdeiro Bruce Wayne viaja pelo mundo reunindo recursos para amedrontar aqueles que semeiam o medo. Wayne eventualmente retorna para Gotham City e libera seu alter-ego, o Batman.","['Ação', 'Policial', 'Drama']",150000000,375404836
1376,V de Vingança,V for Vendetta,2005,132,['James McTeigue'],"['Lilly Wachowski', 'Lana Wachowski', 'David Lloyd']","['Hugo Weaving', 'Natalie Portman', 'Rupert Graves']",8.1,1200000.0,"Em um futuro da tirania britânica, um lutador clandestino conhecido como V trama um plano para derrubá-la com a ajuda de uma jovem mulher.","['Ação', 'Drama', 'Ficção científica', 'Suspense']",54000000,134686457
1377,Star Wars: Episódio III - A Vingança dos Sith,Star Wars: Episode III - Revenge of the Sith,2005,140,['George Lucas'],['George Lucas'],"['Hayden Christensen', 'Natalie Portman', 'Ewan McGregor']",7.6,864000.0,"Três anos após o início das Guerras Clônicas, Obi-Wan Kenobi persegue uma nova ameaça, enquanto Anakin Skywalker é atraído pelo Chanceler Palpatine para uma conspiração sinistra para governar a galáxia.","['Ação', 'Aventura', 'Fantasia', 'Ficção científica']",113000000,850035635
1378,Sin City - A Cidade do Pecado,Sin City,2005,124,"['Frank Miller', 'Quentin Tarantino', 'Robert Rodriguez']","['Frank Miller', 'Robert Rodriguez']","['Mickey Rourke', 'Clive Owen', 'Bruce Willis']",8.0,801000.0,"Uma exploração da sombria e miserável Basin City e três de seus moradores, todos envolvidos em violenta corrupção.","['Policial', 'Suspense']",40000000,158733820
1379,Harry Potter e o Cálice de Fogo,Harry Potter and the Goblet of Fire,2005,157,['Mike Newell'],"['Steve Kloves', 'J.K. Rowling']","['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint']",7.7,700000.0,"Harry Potter inicia o quarto ano em Hogwarts, onde um torneio entre três célebres escolas de magia europeias será realizado com alunos de 17 anos. Todos ficam surpresos, porém, quando Harry, aos 14 anos, é chamado para competir.","['Aventura', 'Família', 'Fantasia', 'Mistério']",150000000,897468952
1380,Sr. & Sra. Smith,Mr. & Mrs. Smith,0,0,['Doug Liman'],['Simon Kinberg'],"['Brad Pitt', 'Angelina Jolie', 'Adam Brody']",6.5,555000.0,"Um casal fica surpreso ao saber que ambos são assassinos, contratados por agências inimigas, para matar uns aos outros.","['Ação', 'Comédia', 'Policial', 'Suspense']",110000000,487287646
1381,A Fantástica Fábrica de Chocolate,Charlie and the Chocolate Factory,2005,115,['Tim Burton'],"['Roald Dahl', 'John August']","['Johnny Depp', 'Freddie Highmore', 'David Kelly']",6.7,542000.0,"Uma criança ganha um tour pela mais magnífica fábrica de chocolate do mundo, dirigida pelo fabricante de doces mais incomum do mundo.","['Aventura', 'Comédia', 'Família', 'Fantasia', 'Musical']",150000000,474968763
1382,Guerra dos Mundos,War of the Worlds,2005,117,['Steven Spielberg'],"['Josh Friedman', 'David Koepp', 'H.G. Wells']","['Tom Cruise', 'Dakota Fanning', 'Tim Robbins']",6.5,484000.0,"Quando a Terra é invadida por seres alienígenas, uma família americana luta para sobreviver.","['Ação', 'Aventura', 'Ficção científica']",132000000,603873504
1383,O Virgem de 40 Anos,The 40 Year Old Virgin,2005,116,['Judd Apatow'],"['Judd Apatow', 'Steve Carell']","['Steve Carell', 'Catherine Keener', 'Paul Rudd']",7.1,478000.0,"Intimidado por seus amigos, um homem nerd que nunca teve relações sexuais sente que a pressão sobre ele cresce quando conhece uma mãe solteira.","['Comédia', 'Romance']",26000000,177378645
1384,King Kong,King Kong,2005,187,['Peter Jackson'],"['Fran Walsh', 'Philippa Boyens', 'Peter Jackson']","['Naomi Watts', 'Jack Black', 'Adrien Brody']",7.2,454000.0,"Um ganancioso produtor de cinema reúne uma equipe de cineastas e parte para a infame Ilha da Caveira, onde encontram mais do que apenas canibais nativos.","['Ação', 'Aventura', 'Romance']",207000000,556906378
1385,Madagascar,Madagascar,2005,86,"['Eric Darnell', 'Tom McGrath']","['Mark Burton', 'Billy Frolick', 'Eric Darnell']","['Chris Rock', 'Ben Stiller', 'David Schwimmer']",6.9,449000.0,Um grupo de animais que passou a vida toda num zoológico de Nova York acaba nas selvas de Madagascar e deve se adaptar a viver selvagemente.,"['Animação', 'Aventura', 'Comédia', 'Família']",75000000,542064525
1386,"As Crônicas de Nárnia: O Leão, a Feiticeira e o Guarda-Roupa","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,143,['Andrew Adamson'],"['Ann Peacock', 'Andrew Adamson', 'Christopher Markus']","['Tilda Swinton', 'Georgie Henley', 'William Moseley']",6.9,436000.0,"Durante a Segunda Guerra Mundial, os irmãos Pevensie deixam Londres para viver em uma pequena cidade com um professor. Enquanto exploram sua mansão, eles descobrem uma passagem secreta em um guarda-roupas, que dá acesso ao mundo de Nárnia.","['Aventura', 'Família', 'Fantasia']",180000000,745013115
1387,O Segredo de Brokeback Mountain,Brokeback Mountain,2005,134,['Ang Lee'],"['Annie Proulx', 'Larry McMurtry', 'Diana Ossana']","['Jake Gyllenhaal', 'Heath Ledger', 'Michelle Williams']",7.7,394000.0,A história de um relacionamento proibido e secreto entre dois cowboys e suas vidas ao longo dos anos.,"['Drama', 'Romance']",14000000,178064141
1388,Constantine,Constantine,2005,121,['Francis Lawrence'],"['Jamie Delano', 'Garth Ennis', 'Kevin Brodbin']","['Keanu Reeves', 'Rachel Weisz', 'Djimon Hounsou']",7.0,384000.0,"O detective das coisas paranormais, John Constantine ajuda a uma mulher policial a mostrar que a morte da sua irmã não foi suicídio.","['Ação', 'Fantasia', 'Terror', 'Mistério']",100000000,230884728
1389,Penetras Bons de Bico,Wedding Crashers,2005,119,['David Dobkin'],"['Steve Faber', 'Bob Fisher']","['Owen Wilson', 'Vince Vaughn', 'Rachel McAdams']",7.0,382000.0,"John Beckwith e Jeremy Grey, um par de mulherengos comprometidos que se infiltram em casamentos para aproveitar o humor romântico, se encontram em desacordo quando John se apaixona por Claire Cleary.","['Comédia', 'Romance']",40000000,288485135
1390,Quarteto Fantástico,Fantastic Four,2005,106,['Tim Story'],"['Mark Frost', 'Michael France', 'Stan Lee']","['Ioan Gruffudd', 'Michael Chiklis', 'Chris Evans']",5.7,351000.0,"Um grupo de astronautas obtém superpoderes após exposição à radiação cósmica e deve usá-los para se opor aos planos de seu inimigo, Dr. Victor Von Doom.","['Ação', 'Aventura', 'Fantasia', 'Ficção científica']",100000000,333535934
1391,O Senhor das Armas,Lord of War,2005,122,['Andrew Niccol'],['Andrew Niccol'],"['Nicolas Cage', 'Ethan Hawke', 'Jared Leto']",7.6,344000.0,Um traficante de armas confronta o moral de seu trabalho enquanto é perseguido por um agente da Interpol.,"['Policial', 'Drama']",50000000,72617068
1392,Orgulho & Preconceito,Pride & Prejudice,2005,129,['Joe Wright'],"['Deborah Moggach', 'Jane Austen', 'Emma Thompson']","['Keira Knightley', 'Matthew Macfadyen', 'Brenda Blethyn']",7.8,341000.0,"As faíscas voam quando Elizabeth Bennet conhece o solteiro, rico e orgulhoso Sr. Darcy, que acha que está se apaixonando por uma mulher abaixo de sua classe.","['Drama', 'Romance']",28000000,121616555
1393,"Hitch, Conselheiro Amoroso",Hitch,2005,118,['Andy Tennant'],['Kevin Bisch'],"['Will Smith', 'Eva Mendes', 'Kevin James']",6.6,339000.0,"Um homem se apaixona por uma colunista, enquanto ajuda um tímido contador a cortejar uma bela herdeira.","['Comédia', 'Romance']",70000000,371594210
1394,A Ilha,The Island,2005,136,['Michael Bay'],"['Caspian Tredwell-Owen', 'Alex Kurtzman', 'Roberto Orci']","['Scarlett Johansson', 'Ewan McGregor', 'Djimon Hounsou']",6.8,332000.0,"Um homem que vive em uma colônia estéril futurista começa a questionar sua existência quando seu amigo é escolhido para ir para a Ilha, o último lugar não poluído na terra.","['Ação', 'Ficção científica', 'Suspense']",126000000,162949164
1395,Cruzada,Kingdom of Heaven,2005,144,['Ridley Scott'],['William Monahan'],"['Orlando Bloom', 'Eva Green', 'Liam Neeson']",7.3,325000.0,"Balian de Ibelin viaja para Jerusalém durante as Cruzadas no século 12, onde ele terá que defender a cidade e seu povo.","['Ação', 'Aventura', 'Drama', 'História', 'Guerra']",130000000,218237071
1396,A Noiva Cadáver,Corpse Bride,2005,77,"['Tim Burton', 'Mike Johnson']","['Tim Burton', 'Carlos Grangel', 'John August']","['Johnny Depp', 'Helena Bonham Carter', 'Emily Watson']",7.4,309000.0,"Victor tem dúvidas acerca do seu iminente casamento com Victoria, casando-se acidentalmente com uma noiva já morta e conhecendo, pela mão dela, o mundo dos mortos. Mas o que começou como um equívoco pode tornar-se uma história de amor.","['Animação', 'Comédia', 'Drama', 'Família', 'Fantasia', 'Musical', 'Romance']",40000000,117237680
1397,Serenity: A Luta pelo Amanhã,Serenity,2005,119,['Joss Whedon'],['Joss Whedon'],"['Nathan Fillion', 'Gina Torres', 'Chiwetel Ejiofor']",7.8,309000.0,A tripulação da nave Serenity tenta escapar de um assassino enviado para recapturar um de seus membros que é telepata.,"['Ação', 'Aventura', 'Ficção científica', 'Suspense']",39000000,40445129
1398,Jogos Mortais II,Saw II,2005,93,['Darren Lynn Bousman'],"['Leigh Whannell', 'Darren Lynn Bousman']","['Donnie Wahlberg', 'Beverley Mitchell', 'Franky G']",6.6,284000.0,"O detetive Eric Matthews consegue prender Jigsaw, que está morrendo. O que ele desconhece é que isso faz parte de um plano maior do assassino sádico, que agora mantém o filho do policial como refém e pretende torná-lo uma de suas vítimas.","['Terror', 'Mistério']",4000000,147748505
1399,Johnny & June,Walk the Line,2005,136,['James Mangold'],"['Johnny Cash', 'Gill Dennis', 'James Mangold']","['Joaquin Phoenix', 'Reese Witherspoon', 'Ginnifer Goodwin']",7.8,270000.0,"Uma crônica da vida da lenda da música country Johnny Cash, desde seus primeiros dias em uma fazenda de algodão em Arkansas até sua fama com a Sun Records em Memphis, onde gravou ao lado de Elvis Presley, Jerry Lee Lewis e Carl Perkins.","['Biografia', 'Drama', 'Musical', 'Romance']",28000000,186797986
1400,O Grande Truque,The Prestige,2006,130,['Christopher Nolan'],"['Jonathan Nolan', 'Christopher Nolan', 'Christopher Priest']","['Christian Bale', 'Hugh Jackman', 'Scarlett Johansson']",8.5,1500000.0,"Depois de um trágico acidente, dois magos do palco se engajam em uma batalha para criar a ilusão final enquanto sacrificam tudo o que têm para enganar um ao outro.","['Drama', 'Mistério', 'Ficção científica', 'Suspense']",40000000,109676311
1401,Os Infiltrados,The Departed,2006,151,['Martin Scorsese'],"['William Monahan', 'Alan Mak', 'Felix Chong']","['Leonardo DiCaprio', 'Matt Damon', 'Jack Nicholson']",8.5,1500000.0,Um policial disfarçado e um espião estão tentando se identificar enquanto se infiltram em uma gangue irlandesa no sul de Boston.,"['Policial', 'Drama', 'Suspense']",90000000,291481358
1402,300,300,2006,117,['Zack Snyder'],"['Zack Snyder', 'Kurt Johnstad', 'Michael B. Gordon']","['Gerard Butler', 'Lena Headey', 'David Wenham']",7.6,879000.0,"Na antiga batalha das Termópilas, o rei Leônidas e 300 espartanos lutam contra Xerxes e seu enorme exército persa.","['Ação', 'Drama']",65000000,456082343
1403,Piratas do Caribe: O Baú da Morte,Pirates of the Caribbean: Dead Man's Chest,2006,151,['Gore Verbinski'],"['Ted Elliott', 'Terry Rossio', 'Stuart Beattie']","['Johnny Depp', 'Orlando Bloom', 'Keira Knightley']",7.4,784000.0,"Jack Sparrow tenta recuperar o coração de Davy Jones para evitar escravizar sua alma ao serviço dele, mas seus inimigos também procuram o coração para sua própria agenda.","['Ação', 'Aventura', 'Fantasia']",225000000,1066179747
1404,O Labirinto do Fauno,El laberinto del fauno,2006,118,['Guillermo del Toro'],['Guillermo del Toro'],"['Ivana Baquero', 'Ariadna Gil', 'Sergi López']",8.2,715000.0,"Na Espanha de 1944, a filha dum oficial do exército escapa a um mundo de fantasia.","['Drama', 'Fantasia', 'Guerra']",19000000,83863565
1405,007 - Cassino Royale,Casino Royale,2006,144,['Martin Campbell'],"['Neal Purvis', 'Robert Wade', 'Paul Haggis']","['Daniel Craig', 'Eva Green', 'Judi Dench']",8.0,708000.0,"Depois de ganhar uma licença para matar, o agente secreto James Bond parte em sua primeira missão como 007. Bond deve derrotar um banqueiro que financia terroristas em um jogo de pôquer de apostas altas no Casino Royale, em Montenegro.","['Ação', 'Aventura', 'Suspense']",150000000,616577552
1406,Diamante de Sangue,Blood Diamond,2006,143,['Edward Zwick'],"['Charles Leavitt', 'C. Gaby Mitchell']","['Leonardo DiCaprio', 'Djimon Hounsou', 'Jennifer Connelly']",8.0,598000.0,"Um pescador, um contrabandista e um sindicato de empresários se enfrentam sobre a posse de um diamante de valor inestimável.","['Aventura', 'Drama', 'Suspense']",100000000,171720398
1407,À Procura da Felicidade,The Pursuit of Happyness,2006,117,['Gabriele Muccino'],['Steve Conrad'],"['Will Smith', 'Thandiwe Newton', 'Jaden Smith']",8.0,578000.0,Um vendedor em dificuldade financeira fica com a custódia de seu filho quando está a ponto de começar uma carreira profissional que mudará sua vida.,"['Biografia', 'Drama']",55000000,307127625
1408,X-Men: O Confronto Final,X-Men: The Last Stand,2006,104,['Brett Ratner'],"['Simon Kinberg', 'Zak Penn']","['Patrick Stewart', 'Hugh Jackman', 'Halle Berry']",6.6,553000.0,"Enquanto o governo elabora uma cura para as mutações, Jean Grey se torna uma pessoa obscura e incontrolável chamada Phoenix, e alia-se a Magneto, causando uma escalada em uma batalha total pelos X-Men.","['Ação', 'Aventura', 'Ficção científica']",210000000,460435291
1409,Filhos da Esperança,Children of Men,2006,109,['Alfonso Cuarón'],"['Alfonso Cuarón', 'Timothy J. Sexton', 'David Arata']","['Julianne Moore', 'Clive Owen', 'Chiwetel Ejiofor']",7.9,540000.0,"Em 2027, num mundo caótico onde as mulheres se tornaram estéreis sem uma razão conhecida, um antigo ativista concorda em ajudar a transportar uma mulher milagrosamente grávida para um santuário à beira-mar.","['Ação', 'Drama', 'Ficção científica', 'Suspense']",76000000,70596471
1410,Pequena Miss Sunshine,Little Miss Sunshine,2006,101,"['Jonathan Dayton', 'Valerie Faris']",['Michael Arndt'],"['Steve Carell', 'Toni Collette', 'Greg Kinnear']",7.8,529000.0,Uma família determinada a levar sua filha à final de um concurso de beleza embarca em uma viagem em uma Kombi amarela pelo país.,"['Comédia', 'Drama']",8000000,101059571
1411,Carros,Cars,2006,116,"['John Lasseter', 'Joe Ranft']","['John Lasseter', 'Joe Ranft', 'Jorgen Klubien']","['Owen Wilson', 'Bonnie Hunt', 'Paul Newman']",7.3,488000.0,"Um carro de corridas chamado Relâmpago McQueen é desviado para Radiator Springs, onde ele encontra o verdadeiro significado da amizade e da família.","['Animação', 'Aventura', 'Comédia', 'Família', 'Esportes']",120000000,461996328
1412,O Diabo Veste Prada,The Devil Wears Prada,2006,109,['David Frankel'],"['Aline Brosh McKenna', 'Lauren Weisberger']","['Anne Hathaway', 'Meryl Streep', 'Adrian Grenier']",6.9,486000.0,"Uma jovem recém-formada, inteligente mas sensível, consegue um emprego como assistente de Miranda Priestly, exigente editora de uma importante revista de moda.","['Comédia', 'Drama']",35000000,326717337
1413,O Código Da Vinci,The Da Vinci Code,2006,149,['Ron Howard'],"['Akiva Goldsman', 'Dan Brown']","['Tom Hanks', 'Audrey Tautou', 'Jean Reno']",6.6,466000.0,"Um assassinato dentro do Louvre, e pistas nas pinturas de Da Vinci, levaram à descoberta de um mistério religioso protegido por uma sociedade secreta por dois mil anos, o que poderia abalar os fundamentos do cristianismo.","['Mistério', 'Suspense']",125000000,760006945
1414,Borat: O Segundo Melhor Repórter do Glorioso País Cazaquistão Viaja à América,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,84,['Larry Charles'],"['Sacha Baron Cohen', 'Anthony Hines', 'Peter Baynham']","['Sacha Baron Cohen', 'Ken Davitian', 'Luenell']",7.4,453000.0,"Borat, um jornalista do Cazaquistão, viaja aos Estados Unidos para reportar sobre o modo de vida americano.",['Comédia'],18000000,262552893
1415,A Vida dos Outros,Das Leben der Anderen,2006,137,['Florian Henckel von Donnersmarck'],['Florian Henckel von Donnersmarck'],"['Ulrich Mühe', 'Martina Gedeck', 'Sebastian Koch']",8.4,419000.0,"Em 1984, em Berlim Oriental, um agente da polícia secreta que cuida de um escritor e sua mulher se vê cada vez mais absorvido em suas vidas.","['Drama', 'Mistério', 'Suspense']",2000000,77672685
1416,O Plano Perfeito,Inside Man,2006,129,['Spike Lee'],['Russell Gewirtz'],"['Denzel Washington', 'Clive Owen', 'Jodie Foster']",7.6,405000.0,"Um detetive da polícia, um ladrão de banco e um investidor de alto risco entram em negociações quando um golpe se torna uma situação de reféns.","['Policial', 'Drama', 'Mistério', 'Suspense']",45000000,186003591
1417,Missão: Impossível 3,Mission: Impossible III,2006,126,['J.J. Abrams'],"['Alex Kurtzman', 'Roberto Orci', 'J.J. Abrams']","['Tom Cruise', 'Michelle Monaghan', 'Ving Rhames']",6.9,398000.0,Um agente chamado Ethan Hunt confronta um traficante de armas perigoso e sádico que ameaça sua vida e a de sua noiva.,"['Ação', 'Aventura', 'Suspense']",150000000,398479497
1418,O Ilusionista,The Illusionist,2006,110,['Neil Burger'],"['Neil Burger', 'Steven Millhauser']","['Edward Norton', 'Jessica Biel', 'Paul Giamatti']",7.5,394000.0,"O ilusionista Eisenheim desperta a curiosidade do poderoso e céptico Príncipe Leopold. Quando Sophie, a sua noiva, vai ao palco, vê em Eisenheim o amor da sua juventude - e quando aparece morta, ele é o mais empenhado na investigação.","['Drama', 'Fantasia', 'Mistério', 'Romance', 'Suspense']",16500000,87892388
1419,Uma Noite no Museu,Night at the Museum,2006,108,['Shawn Levy'],"['Robert Ben Garant', 'Thomas Lennon', 'Milan Trenc']","['Ben Stiller', 'Carla Gugino', 'Ricky Gervais']",6.5,386000.0,O novo guarda do Museu de História Natural descobre que uma antiga maldição faz que as exposições tenham vida de noite.,"['Aventura', 'Comédia', 'Família', 'Fantasia']",110000000,574482479
1420,Click,Click,2006,107,['Frank Coraci'],"['Steve Koren', ""Mark O'Keefe""]","['Adam Sandler', 'Kate Beckinsale', 'Christopher Walken']",6.4,365000.0,Um arquiteto viciado em trabalho encontra um controle remoto universal que lhe permite avançar e voltar a diferentes partes de sua vida. As complicações surgem quando o controle remoto começa a cancelar suas escolhas.,"['Comédia', 'Drama', 'Fantasia', 'Romance']",82500000,240685326
1421,Apocalypto,Apocalypto,2006,139,['Mel Gibson'],"['Mel Gibson', 'Farhad Safinia']","['Gerardo Taracena', 'Raoul Max Trujillo', 'Dalia Hernández']",7.8,338000.0,"Durante o declínio de um reino maia, um jovem embarca em uma jornada perigosa em um mundo dominado pelo medo e pela opressão.","['Ação', 'Aventura', 'Drama', 'Suspense']",40000000,120654337
1422,Déjà Vu,Deja Vu,2006,126,['Tony Scott'],"['Bill Marsilii', 'Terry Rossio']","['Denzel Washington', 'Paula Patton', 'Jim Caviezel']",7.1,333000.0,"Depois que uma balsa é bombardeada em Nova Orleans, uma agente se junta a uma investigação usando tecnologia de vigilância experimental.","['Ação', 'Policial', 'Ficção científica', 'Suspense']",75000000,180557550
1423,O Amor Não Tira Férias,The Holiday,2006,136,['Nancy Meyers'],['Nancy Meyers'],"['Kate Winslet', 'Cameron Diaz', 'Jude Law']",7.0,331000.0,Duas mulheres com problemas de amor trocam de casas durante as férias e cada uma delas se apaixona por um homem da cidade.,"['Comédia', 'Romance']",85000000,205891960
1424,Xeque-Mate,Lucky Number Slevin,2006,110,['Paul McGuigan'],['Jason Smilovic'],"['Josh Hartnett', 'Ben Kingsley', 'Morgan Freeman']",7.7,330000.0,Um caso de identidade trocada coloca Slevin no meio de uma guerra planejada por dois dos chefes do crime: O Rabino e o Chefe.,"['Policial', 'Drama', 'Suspense']",27000000,56308881
1425,Onde os Fracos Não Têm Vez,No Country for Old Men,2007,122,"['Ethan Coen', 'Joel Coen']","['Joel Coen', 'Ethan Coen', 'Cormac McCarthy']","['Tommy Lee Jones', 'Javier Bardem', 'Josh Brolin']",8.2,1100000.0,Violência e caos surgem quando um caçador se depara com uma negociação de drogas que deu errado e mais de dois milhões de dólares perto do Rio Grande.,"['Policial', 'Drama', 'Suspense']",25000000,171632777
1426,Ratatouille,Ratatouille,2007,111,"['Brad Bird', 'Jan Pinkava']","['Brad Bird', 'Jan Pinkava', 'Jim Capobianco']","['Brad Garrett', 'Lou Romano', 'Patton Oswalt']",8.1,858000.0,Um rato que pode cozinhar forja uma aliança incomum com um jovem garoto em um famoso restaurante em Paris.,"['Animação', 'Aventura', 'Comédia', 'Família', 'Fantasia']",150000000,623729107
1427,Eu Sou a Lenda,I Am Legend,2007,101,['Francis Lawrence'],"['Mark Protosevich', 'Akiva Goldsman', 'Richard Matheson']","['Will Smith', 'Alice Braga', 'Charlie Tahan']",7.2,835000.0,"Anos depois que praga matou a maioria da humanidade, o unico sobrevivente da cidade de Nova Iorque debera encontrar uma cura.","['Ação', 'Drama', 'Terror', 'Ficção científica', 'Suspense']",150000000,585410052
1428,Piratas do Caribe: No Fim do Mundo,Pirates of the Caribbean: At World's End,2007,169,['Gore Verbinski'],"['Ted Elliott', 'Terry Rossio', 'Stuart Beattie']","['Johnny Depp', 'Orlando Bloom', 'Keira Knightley']",7.1,708000.0,Will Turner e Elizabeth Swann rumam ao Oriente em busca de uma maneira de salvar o capitão Jack Sparrow do Purgatório de Davy Jones enquanto a Companhia das Índias usa o Holandês Voador para dominar os mares e acabar com a pirataria.,"['Ação', 'Aventura', 'Fantasia']",300000000,961691209
1429,Transformers,Transformers,2007,144,['Michael Bay'],"['Roberto Orci', 'Alex Kurtzman', 'John Rogers']","['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel']",7.1,687000.0,"Uma luta antiga entre duas raças cybertronianas, os heróicos Autobots e os maléficos Decepticons, chegam à Terra, com uma pista do poder supremo.","['Ação', 'Aventura', 'Ficção científica']",150000000,709709780
1430,Na Natureza Selvagem,Into the Wild,2007,148,['Sean Penn'],"['Sean Penn', 'Jon Krakauer']","['Emile Hirsch', 'Vince Vaughn', 'Catherine Keener']",8.1,669000.0,"Depois de terminar a universidade, Christopher McCandless deixa pra trás suas posses e vai para o Alasca viver na natureza.","['Aventura', 'Biografia', 'Drama']",15000000,56676733
1431,O Ultimato Bourne,The Bourne Ultimatum,2007,115,['Paul Greengrass'],"['Tony Gilroy', 'Scott Z. Burns', 'George Nolfi']","['Matt Damon', 'Edgar Ramírez', 'Joan Allen']",8.0,666000.0,Jason Bourne escapa de um funcionário implacável da CIA e de seus agentes de um novo programa de assassinatos enquanto procurava a origem de sua vida como um matador treinado.,"['Ação', 'Mistério', 'Suspense']",110000000,444100035
1432,Sangue Negro,There Will Be Blood,2007,158,['Paul Thomas Anderson'],"['Paul Thomas Anderson', 'Upton Sinclair']","['Daniel Day-Lewis', 'Paul Dano', 'Ciarán Hinds']",8.2,656000.0,"Uma história sobre familia, religião, ódio e loucura, centrada na vida de um explorador de petróleo nos primeiros anos do negócio.",['Drama'],25000000,76186873
1433,Homem-Aranha 3,Spider-Man 3,2007,139,['Sam Raimi'],"['Sam Raimi', 'Ivan Raimi', 'Alvin Sargent']","['Tobey Maguire', 'Kirsten Dunst', 'Topher Grace']",6.3,655000.0,"Um estranho simbionte alienígena se une a roupa do Homem-Aranha e traz os demônios mais sombrios de Peter Parker à tona. Enquanto Homem-Areia, Venom e o novo Duende Verde planejam se vingar do Homem-Aranha, Peter batalha contra ele mesmo.","['Ação', 'Aventura', 'Ficção científica']",258000000,891648685
1434,Harry Potter e a Ordem da Fênix,Harry Potter and the Order of the Phoenix,2007,138,['David Yates'],"['Michael Goldenberg', 'J.K. Rowling']","['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint']",7.5,650000.0,"No quinto ano em Hogwarts, onde poucos alunos acreditam nele e Alvo Dumbledore sobre a volta de Voldemort, Harry Potter conhece a repugnante nova professora de Defesa Contra as Artes das Trevas, Dolores Umbridge, e tem estranhas visões.","['Ação', 'Aventura', 'Família', 'Fantasia', 'Mistério']",150000000,942862581
1435,Superbad: É Hoje,Superbad,2007,113,['Greg Mottola'],"['Seth Rogen', 'Evan Goldberg']","['Michael Cera', 'Jonah Hill', 'Christopher Mintz-Plasse']",7.6,650000.0,Dois estudantes co-dependentes são obrigados a lidar com a ansiedade da separação depois que a festa regada a álcool que planejaram deu errado.,['Comédia'],20000000,170812574
